Property_price_EGP,Location_governorate,Location_City,Bed_Rooms,Bath_Rooms,Home_Space_SQM,Furnished,Property_Type,Payment_Option,Delivery_Date
"9,000,000Negotiable",,180 SQM,43icon/categories/area180 SQM,,icon/categories/area180,Yes,Chalet,Cash,Ready To Move
"3,200,000",Matruh,North Coast,2,2.0,85,Yes,Chalet,Cash,Ready To Move
"1,100,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"1,600,000",Matruh,North Coast,3,2.0,120,Yes,Chalet,Cash,Ready To Move
"2,000,000",Matruh,North Coast,3,2.0,120,Yes,Chalet,Cash,Ready To Move
"200,000",Matruh,North Coast,3,2.0,120,Yes,Chalet,Cash,Ready To Move
"350,000",Dakahlia,Gamasa,2,1.0,90,Yes,Chalet,Cash,Ready To Move
"1,750,000",Matruh,North Coast,3,2.0,120,Yes,Chalet,Cash,Ready To Move
"2,300,000",Matruh,North Coast,3,2.0,115,Yes,Chalet,Cash,Ready To Move
"3,587,500",Matruh,North Coast,1,1.0,30,Yes,Chalet,Cash,Ready To Move
"6,000,000Negotiable",,72 SQM,11icon/categories/area72 SQM,,icon/categories/area72,Yes,Chalet,Cash,Ready To Move
"2,500,000",Matruh,North Coast,2,1.0,120,Yes,Chalet,Cash,Ready To Move
"650,000Negotiable",,160 SQM,21icon/categories/area160 SQM,,icon/categories/area160,Yes,Chalet,Cash,Ready To Move
"2,500,000",Suez,Ain Sukhna,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"3,500,000",Suez,Ain Sukhna,3,2.0,116,Yes,Chalet,Cash,Ready To Move
"3,000,000",Matruh,North Coast,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"1,950,000",Suez,Ain Sukhna,2,2.0,80,Yes,Chalet,Cash,Ready To Move
"2,250,000",Matruh,North Coast,3,3.0,145,Yes,Chalet,Cash,Ready To Move
"170,000Negotiable",,100 SQM,22icon/categories/area100 SQM,,icon/categories/area100,Yes,Chalet,Cash,Ready To Move
"650,000Negotiable",,80 SQM,51icon/categories/area80 SQM,,icon/categories/area80,Yes,Chalet,Cash,Ready To Move
"1,700,000",Matruh,North Coast,3,2.0,260,Yes,Chalet,Cash,Ready To Move
"1,430,000Negotiable",,145 SQM,32icon/categories/area145 SQM,,icon/categories/area145,Yes,Chalet,Cash,Ready To Move
"4,600,000Negotiable",,180 SQM,33icon/categories/area180 SQM,,icon/categories/area180,Yes,Chalet,Cash,Ready To Move
"5,000,000",Matruh,North Coast,1,1.0,98,Yes,Chalet,Cash,Ready To Move
"12,500,000",Matruh,North Coast,3,2.0,168,Yes,Chalet,Cash,Ready To Move
"4,612,500",Matruh,North Coast,4,4.0,202,Yes,Chalet,Cash,Ready To Move
"1,250,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"2,300,000",Red Sea,Hurghada,2,1.0,105,Yes,Chalet,Cash,Ready To Move
"2,200,000",Matruh,North Coast,3,2.0,120,Yes,Chalet,Cash,Ready To Move
"4,000,000Negotiable",,120 SQM,22icon/categories/area120 SQM,,icon/categories/area120,Yes,Chalet,Cash,Ready To Move
"12,480,000",Matruh,North Coast,3,2.0,151,Yes,Chalet,Cash,Ready To Move
"700,000Negotiable",,63 SQM,11icon/categories/area63 SQM,,icon/categories/area63,Yes,Chalet,Cash,Ready To Move
"12,500,000",Matruh,North Coast,3,2.0,151,Yes,Chalet,Cash,Ready To Move
"6,000,000",Matruh,North Coast,1,1.0,81,Yes,Chalet,Cash,Ready To Move
"950,000",Suez,Ain Sukhna,2,1.0,95,Yes,Chalet,Cash,Ready To Move
"5,000,000",Matruh,North Coast,3,3.0,170,Yes,Chalet,Cash,Ready To Move
"2,500,000",Matruh,North Coast,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"1,100,000",Suez,Ain Sukhna,1,1.0,75,Yes,Chalet,Cash,Ready To Move
"2,900,000",Suez,Ain Sukhna,3,2.0,115,Yes,Chalet,Cash,Ready To Move
"3,300,000",Matruh,North Coast,3,2.0,140,Yes,Chalet,Cash,Ready To Move
"800,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"799,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"650,000",Matruh,North Coast,2,1.0,70,Yes,Chalet,Cash,Ready To Move
"3,750,000",Matruh,North Coast,3,2.0,140,Yes,Chalet,Cash,Ready To Move
"3,300,000",Matruh,North Coast,2,1.0,115,Yes,Chalet,Cash,Ready To Move
"3,100,000",Matruh,North Coast,2,2.0,108,Yes,Chalet,Cash,Ready To Move
"3,000,000",Matruh,North Coast,2,2.0,115,Yes,Chalet,Cash,Ready To Move
"8,200,000",Matruh,North Coast,3,3.0,550,Yes,Chalet,Cash,Ready To Move
"3,400,000",Matruh,North Coast,3,2.0,113,Yes,Chalet,Cash,Ready To Move
"1,000,000",Matruh,North Coast,2,1.0,57,Yes,Chalet,Cash,Ready To Move
"7,000,000",Matruh,North Coast,3,3.0,400,Yes,Chalet,Cash,Ready To Move
"2,800,000",Matruh,North Coast,1,1.0,75,Yes,Chalet,Cash,Ready To Move
"6,200,000",Matruh,North Coast,3,3.0,510,Yes,Chalet,Cash,Ready To Move
"2,250,000",Suez,Ain Sukhna,2,1.0,120,Yes,Chalet,Cash,Ready To Move
"3,300,000",Matruh,North Coast,3,2.0,145,Yes,Chalet,Cash,Ready To Move
"850,000",Suez,Ain Sukhna,1,1.0,75,Yes,Chalet,Cash,Ready To Move
"1,200,000Negotiable",,100 SQM,22icon/categories/area100 SQM,,icon/categories/area100,Yes,Chalet,Cash,Ready To Move
"1,100,000Negotiable",,80 SQM,21icon/categories/area80 SQM,,icon/categories/area80,Yes,Chalet,Cash,Ready To Move
"1,250,000",Suez,Ain Sukhna,2,1.0,90,Yes,Chalet,Cash,Ready To Move
"16,500,000",Matruh,North Coast,3,3.0,220,Yes,Chalet,Cash,Ready To Move
"2,200,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"875,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"2,500,000Negotiable",,80 SQM,22icon/categories/area80 SQM,,icon/categories/area80,Yes,Chalet,Cash,Ready To Move
"10,500,000",Matruh,North Coast,4,3.0,440,Yes,Chalet,Cash,Ready To Move
"1,500,000Negotiable",,104 SQM,21icon/categories/area104 SQM,,icon/categories/area104,Yes,Chalet,Cash,Ready To Move
"1,600,000",Matruh,North Coast,2,2.0,120,Yes,Chalet,Cash,Ready To Move
"1,050,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"1,950,000",Matruh,North Coast,2,2.0,87,Yes,Chalet,Cash,Ready To Move
"4,600,000",Matruh,North Coast,3,4.0,200,Yes,Chalet,Cash,Ready To Move
"850,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,Yes,Chalet,Cash,Ready To Move
"6,650,000",Matruh,North Coast,3,3.0,235,Yes,Chalet,Cash,Ready To Move
"1,400,000Negotiable",,125 SQM,32icon/categories/area125 SQM,,icon/categories/area125,Yes,Chalet,Cash,Ready To Move
"6,200,000",Matruh,North Coast,1,1.0,90,Yes,Chalet,Cash,Ready To Move
"3,400,000",Cairo,New Cairo - El Tagamoa,3,3.0,150,Yes,Chalet,Cash,Ready To Move
"9,300,000",Matruh,North Coast,2,1.0,136,Yes,Chalet,Cash,Ready To Move
"7,900,000",Cairo,New Cairo - El Tagamoa,2,2.0,200,Yes,Chalet,Cash,Ready To Move
"2,100,000Negotiable",,114 SQM,32icon/categories/area114 SQM,,icon/categories/area114,Yes,Chalet,Cash,Ready To Move
"3,800,000",Suez,Ain Sukhna,3,3.0,145,Yes,Chalet,Cash,Ready To Move
"950,000Negotiable",,92 SQM,22icon/categories/area92 SQM,,icon/categories/area92,Yes,Chalet,Cash,Ready To Move
"3,200,000",Matruh,North Coast,1,1.0,55,Yes,Chalet,Cash,Ready To Move
"1,550,000",Suez,Ain Sukhna,2,1.0,75,Yes,Chalet,Cash,Ready To Move
"300,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,Yes,Chalet,Cash,Ready To Move
"4,500,000",Suez,Ain Sukhna,4,4.0,160,Yes,Chalet,Cash,Ready To Move
"1,355,000",Matruh,North Coast,3,2.0,125,Yes,Chalet,Cash,Ready To Move
"1,560,000",Matruh,North Coast,3,3.0,120,Yes,Chalet,Cash,Ready To Move
"5,700,000",Matruh,North Coast,1,1.0,75,Yes,Chalet,Cash,Ready To Move
"950,000",Matruh,North Coast,3,1.0,160,Yes,Chalet,Cash,Ready To Move
"7,100,000",Matruh,North Coast,4,3.0,190,Yes,Chalet,Cash,Ready To Move
"3,500,000",Cairo,New Cairo - El Tagamoa,2,2.0,200,Yes,Chalet,Cash,Ready To Move
"850,000",Suez,Ain Sukhna,1,1.0,55,Yes,Chalet,Cash,Ready To Move
"1,600,000Negotiable",,80 SQM,21icon/categories/area80 SQM,,icon/categories/area80,Yes,Chalet,Cash,Ready To Move
"5,200,000",Matruh,North Coast,1,1.0,75,Yes,Chalet,Cash,Ready To Move
"6,200,000",Matruh,North Coast,2,1.0,86,Yes,Chalet,Cash,Ready To Move
"5,500,000",Matruh,North Coast,1,1.0,80,Yes,Chalet,Cash,Ready To Move
"3,600,000",Cairo,New Cairo - El Tagamoa,3,2.0,140,Yes,Chalet,Cash,Ready To Move
"4,200,000",Cairo,New Cairo - El Tagamoa,3,3.0,170,Yes,Chalet,Cash,Ready To Move
"2,800,000",Suez,Ain Sukhna,2,2.0,120,Yes,Chalet,Cash,Ready To Move
"3,200,000",Matruh,North Coast,2,1.0,108,Yes,Chalet,Cash,Ready To Move
"4,250,000",Suez,Ain Sukhna,3,3.0,150,Yes,Chalet,Cash,Ready To Move
"1,900,000Negotiable",,85 SQM,21icon/categories/area85 SQM,,icon/categories/area85,Yes,Chalet,Cash,Ready To Move
"1,850,000",Matruh,North Coast,2,2.0,200,Yes,Chalet,Cash,Ready To Move
"3,150,000",Matruh,North Coast,3,2.0,135,Yes,Chalet,Cash,Ready To Move
"5,250,000",Matruh,North Coast,2,2.0,167,Yes,Chalet,Cash,Ready To Move
"10,250,000",Cairo,New Cairo - El Tagamoa,2,2.0,150,Yes,Chalet,Cash,Ready To Move
"12,000,000",Cairo,New Cairo - El Tagamoa,3,3.0,150,Yes,Chalet,Cash,Ready To Move
"3,400,000",Cairo,New Cairo - El Tagamoa,3,2.0,150,Yes,Chalet,Cash,Ready To Move
"500,000",South Sinai,Ras Sedr,1,1.0,70,Yes,Chalet,Cash,Ready To Move
"3,000,000Negotiable",,140 SQM,32icon/categories/area140 SQM,,icon/categories/area140,Yes,Chalet,Cash,Ready To Move
"4,500,000Negotiable",,400 SQM,44icon/categories/area400 SQM,,icon/categories/area400,Yes,Chalet,Cash,Ready To Move
"2,800,000",Matruh,North Coast,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"5,500,000",Matruh,North Coast,4,4.0,363,Yes,Chalet,Cash,Ready To Move
"4,200,000Negotiable",,205 SQM,33icon/categories/area205 SQM,,icon/categories/area205,Yes,Chalet,Cash,Ready To Move
"2,000,000",Suez,Ain Sukhna,2,2.0,114,Yes,Chalet,Cash,Ready To Move
"2,500,000",Matruh,North Coast,2,1.0,85,Yes,Chalet,Cash,Ready To Move
"3,500,000",Matruh,North Coast,3,2.0,150,Yes,Chalet,Cash,Ready To Move
"6,000,000Negotiable",,215 SQM,32icon/categories/area215 SQM,,icon/categories/area215,Yes,Chalet,Cash,Ready To Move
"2,400,000",Matruh,North Coast,2,1.0,120,Yes,Chalet,Cash,Ready To Move
"450,000",Red Sea,Hurghada,1,1.0,55,Yes,Chalet,Cash,Ready To Move
"1,750,000",Red Sea,Marsa Alam,1,2.0,93,Yes,Chalet,Cash,Ready To Move
"2,500,000",Matruh,North Coast,4,2.0,120,Yes,Chalet,Cash,Ready To Move
"4,700,000Negotiable",,150 SQM,32icon/categories/area150 SQM,,icon/categories/area150,Yes,Chalet,Cash,Ready To Move
"2,000,000",Matruh,North Coast,3,2.0,160,Yes,Chalet,Cash,Ready To Move
"1,500,000Negotiable",,180 SQM,31icon/categories/area180 SQM,,icon/categories/area180,Yes,Chalet,Cash,Ready To Move
"2,150,000Negotiable",,65 SQM,11icon/categories/area65 SQM,,icon/categories/area65,Yes,Chalet,Cash,Ready To Move
"6,150,000",Matruh,North Coast,1,1.0,81,Yes,Chalet,Cash,Ready To Move
"3,100,000",Matruh,North Coast,2,2.0,115,Yes,Chalet,Cash,Ready To Move
"3,075,000",Matruh,North Coast,1,1.0,30,Yes,Chalet,Cash,Ready To Move
"3,600,000",Matruh,North Coast,2,2.0,108,Yes,Chalet,Cash,Ready To Move
"9,200,000",Matruh,North Coast,2,2.0,125,Yes,Chalet,Cash,Ready To Move
"2,850,000Negotiable",,101 SQM,22icon/categories/area101 SQM,,icon/categories/area101,Yes,Chalet,Cash,Ready To Move
"2,800,000",Matruh,North Coast,2,2.0,85,Yes,Chalet,Cash,Ready To Move
"4,500,000",Matruh,North Coast,1,1.0,89,Yes,Chalet,Cash,Ready To Move
"1,000,000",Suez,Ain Sukhna,1,1.0,70,Yes,Chalet,Cash,Ready To Move
"3,500,000",Suez,Ain Sukhna,3,2.0,149,Yes,Chalet,Cash,Ready To Move
"6,150,000",Matruh,North Coast,1,1.0,76,Yes,Chalet,Cash,Ready To Move
"1,200,000",Matruh,Alamein,2,2.0,80,Yes,Chalet,Cash,Ready To Move
"750,000",Cairo,Nasr City,2,1.0,70,Yes,Chalet,Cash,Ready To Move
"2,800,000",Suez,Ain Sukhna,3,2.0,130,Yes,Chalet,Cash,Ready To Move
"3,200,000Negotiable",,180 SQM,33icon/categories/area180 SQM,,icon/categories/area180,Yes,Chalet,Cash,Ready To Move
"1,900,000Negotiable",,100 SQM,22icon/categories/area100 SQM,,icon/categories/area100,Yes,Chalet,Cash,Ready To Move
"1,150,000",Matruh,North Coast,2,1.0,105,Yes,Chalet,Cash,Ready To Move
"5,000,000",Matruh,North Coast,3,4.0,175,Yes,Chalet,Cash,Ready To Move
"5,600,000",Matruh,North Coast,1,2.0,77,Yes,Chalet,Cash,Ready To Move
"3,500,000",Matruh,North Coast,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"15,400,000",Matruh,North Coast,3,3.0,190,Yes,Chalet,Cash,Ready To Move
"3,300,000",Matruh,North Coast,3,2.0,150,Yes,Chalet,Cash,Ready To Move
"6,500,000",Matruh,North Coast,3,2.0,264,Yes,Chalet,Cash,Ready To Move
"3,600,000",Matruh,North Coast,3,2.0,145,Yes,Chalet,Cash,Ready To Move
"1,250,000Negotiable",,75 SQM,21icon/categories/area75 SQM,,icon/categories/area75,Yes,Chalet,Cash,Ready To Move
"1,500,000",Matruh,Alamein,2,2.0,120,Yes,Chalet,Cash,Ready To Move
"150,000",Alexandria,Agami,2,1.0,80,Yes,Chalet,Cash,Ready To Move
"600,000",South Sinai,Ras Sedr,2,1.0,75,Yes,Chalet,Cash,Ready To Move
"280,000Negotiable",,70 SQM,21icon/categories/area70 SQM,,icon/categories/area70,Yes,Chalet,Cash,Ready To Move
"850,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"2,100,000",Matruh,North Coast,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"1,750,000",Alexandria,Borg al-Arab,3,2.0,168,Yes,Chalet,Cash,Ready To Move
"1,500,000",Suez,Ain Sukhna,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"5,000,000",Matruh,North Coast,3,3.0,200,Yes,Chalet,Cash,Ready To Move
"1,800,000Negotiable",,125 SQM,32icon/categories/area125 SQM,,icon/categories/area125,Yes,Chalet,Cash,Ready To Move
"850,000",Matruh,Alamein,2,1.0,135,Yes,Chalet,Cash,Ready To Move
"2,400,000Negotiable",,75 SQM,22icon/categories/area75 SQM,,icon/categories/area75,Yes,Chalet,Cash,Ready To Move
"5,000,000",Matruh,North Coast,3,4.0,317,Yes,Chalet,Cash,Ready To Move
"6,150,000",Matruh,North Coast,4,4.0,370,Yes,Chalet,Cash,Ready To Move
"12,500,000",Matruh,North Coast,4,3.0,440,Yes,Chalet,Cash,Ready To Move
"2,250,000Negotiable",,115 SQM,21icon/categories/area115 SQM,,icon/categories/area115,Yes,Chalet,Cash,Ready To Move
"875,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,Yes,Chalet,Cash,Ready To Move
"15,375,000",Matruh,North Coast,3,3.0,198,Yes,Chalet,Cash,Ready To Move
"1,450,000",Cairo,New Cairo - El Tagamoa,2,2.0,120,Yes,Chalet,Cash,Ready To Move
"3,500,000",Cairo,New Cairo - El Tagamoa,3,2.0,112,Yes,Chalet,Cash,Ready To Move
"950,000",Cairo,New Cairo - El Tagamoa,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"3,100,000",Cairo,New Cairo - El Tagamoa,2,1.0,120,Yes,Chalet,Cash,Ready To Move
"4,700,000",Matruh,North Coast,2,1.0,75,Yes,Chalet,Cash,Ready To Move
"6,500,000Negotiable",,79 SQM,11icon/categories/area79 SQM,,icon/categories/area79,Yes,Chalet,Cash,Ready To Move
"4,600,000",Matruh,North Coast,3,3.0,170,Yes,Chalet,Cash,Ready To Move
"11,550,000",Matruh,North Coast,3,3.0,231,Yes,Chalet,Cash,Ready To Move
"6,700,000Negotiable",,137 SQM,32icon/categories/area137 SQM,,icon/categories/area137,Yes,Chalet,Cash,Ready To Move
"3,400,000",Matruh,North Coast,2,2.0,120,Yes,Chalet,Cash,Ready To Move
"4,300,000",Suez,Ain Sukhna,3,2.0,140,Yes,Chalet,Cash,Ready To Move
"900,000",Suez,Ain Sukhna,2,1.0,92,Yes,Chalet,Cash,Ready To Move
"800,000",Suez,Ain Sukhna,1,1.0,65,Yes,Chalet,Cash,Ready To Move
"600,000",South Sinai,Ras Sedr,3,1.0,90,Yes,Chalet,Cash,Ready To Move
"3,450,000Negotiable",,140 SQM,32icon/categories/area140 SQM,,icon/categories/area140,Yes,Chalet,Cash,Ready To Move
"4,200,000",Suez,Ain Sukhna,3,4.0,185,Yes,Chalet,Cash,Ready To Move
"8,300,000",Matruh,North Coast,3,4.0,185,Yes,Chalet,Cash,Ready To Move
"350,000Negotiable",,68 SQM,21icon/categories/area68 SQM,,icon/categories/area68,Yes,Chalet,Cash,Ready To Move
"1,250,000Negotiable",,80 SQM,22icon/categories/area80 SQM,,icon/categories/area80,Yes,Chalet,Cash,Ready To Move
"2,000,000",Matruh,North Coast,3,3.0,154,Yes,Chalet,Cash,Ready To Move
"1,900,000",Matruh,North Coast,3,2.0,120,Yes,Chalet,Cash,Ready To Move
"2,400,000",Cairo,New Cairo - El Tagamoa,2,1.0,126,Yes,Chalet,Cash,Ready To Move
"1,012,500Negotiable",,70 SQM,11icon/categories/area70 SQM,,icon/categories/area70,Yes,Chalet,Cash,Ready To Move
"4,750,000",Matruh,North Coast,1,1.0,74,Yes,Chalet,Cash,Ready To Move
"9,000,000",Matruh,North Coast,4,4.0,364,Yes,Chalet,Cash,Ready To Move
"13,000,000Negotiable",,290 SQM,44icon/categories/area290 SQM,,icon/categories/area290,Yes,Chalet,Cash,Ready To Move
"1,150,000",Matruh,North Coast,2,1.0,110,Yes,Chalet,Cash,Ready To Move
"1,250,000",Matruh,Hammam,2,2.0,90,Yes,Chalet,Cash,Ready To Move
"3,300,000",Matruh,North Coast,3,2.0,150,Yes,Chalet,Cash,Ready To Move
"3,700,000",Suez,Ain Sukhna,3,4.0,155,Yes,Chalet,Cash,Ready To Move
"5,700,000",Matruh,North Coast,2,1.0,125,Yes,Chalet,Cash,Ready To Move
"2,250,000",Suez,Ain Sukhna,2,1.0,120,Yes,Chalet,Cash,Ready To Move
"5,000,000",Suez,Ain Sukhna,3,3.0,180,Yes,Chalet,Cash,Ready To Move
"270,000",South Sinai,Ras Sedr,1,1.0,55,Yes,Chalet,Cash,Ready To Move
"4,200,000",Matruh,North Coast,3,3.0,280,Yes,Chalet,Cash,Ready To Move
"6,500,000Negotiable",,115 SQM,11icon/categories/area115 SQM,,icon/categories/area115,Yes,Chalet,Cash,Ready To Move
"2,000,000Negotiable",,125 SQM,22icon/categories/area125 SQM,,icon/categories/area125,Yes,Chalet,Cash,Ready To Move
"1,200,000",Matruh,North Coast,1,1.0,82,Yes,Chalet,Cash,Ready To Move
"4,000,000",Matruh,North Coast,2,2.0,120,Yes,Chalet,Cash,Ready To Move
"6,150,000",Matruh,North Coast,1,1.0,73,Yes,Chalet,Cash,Ready To Move
"7,000,000",Matruh,North Coast,3,3.0,600,Yes,Chalet,Cash,Ready To Move
"1,300,000",Matruh,North Coast,2,1.0,80,Yes,Chalet,Cash,Ready To Move
"8,150,000",Matruh,North Coast,3,2.0,142,Yes,Chalet,Cash,Ready To Move
"1,900,000",Matruh,North Coast,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"7,700,000",Matruh,North Coast,3,3.0,150,Yes,Chalet,Cash,Ready To Move
"6,650,000",Matruh,North Coast,2,2.0,120,Yes,Chalet,Cash,Ready To Move
"1,500,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"3,300,000",Matruh,Alamein,4,3.0,165,Yes,Chalet,Cash,Ready To Move
"1,450,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"3,587,500",Matruh,North Coast,1,1.0,30,Yes,Chalet,Cash,Ready To Move
"6,000,000",Matruh,North Coast,3,3.0,160,Yes,Chalet,Cash,Ready To Move
"2,950,000",Matruh,North Coast,2,1.0,105,Yes,Chalet,Cash,Ready To Move
"10,300,000",Matruh,North Coast,3,2.0,140,Yes,Chalet,Cash,Ready To Move
"3,300,000",Matruh,North Coast,2,2.0,114,Yes,Chalet,Cash,Ready To Move
"3,250,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"2,590,000Negotiable",,130 SQM,32icon/categories/area130 SQM,,icon/categories/area130,Yes,Chalet,Cash,Ready To Move
"3,750,000Negotiable",,113 SQM,33icon/categories/area113 SQM,,icon/categories/area113,Yes,Chalet,Cash,Ready To Move
"1,500,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"2,300,000",Matruh,North Coast,3,2.0,120,Yes,Chalet,Cash,Ready To Move
"620,000",South Sinai,Sharm al-Sheikh,1,1.0,38,Yes,Chalet,Cash,Ready To Move
"2,800,000",Matruh,North Coast,3,2.0,120,Yes,Chalet,Cash,Ready To Move
"2,800,000",Matruh,North Coast,3,2.0,120,Yes,Chalet,Cash,Ready To Move
"1,500,000Negotiable",,120 SQM,32icon/categories/area120 SQM,,icon/categories/area120,Yes,Chalet,Cash,Ready To Move
"900,000Negotiable",,63 SQM,22icon/categories/area63 SQM,,icon/categories/area63,Yes,Chalet,Cash,Ready To Move
"870,000",Red Sea,Hurghada,1,1.0,57,Yes,Chalet,Cash,Ready To Move
"5,800,000",Matruh,North Coast,3,3.0,220,Yes,Chalet,Cash,Ready To Move
"400,000Negotiable",,76 SQM,21icon/categories/area76 SQM,,icon/categories/area76,Yes,Chalet,Cash,Ready To Move
"850,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"2,650,000",Matruh,North Coast,2,2.0,115,Yes,Chalet,Cash,Ready To Move
"1,950,000",Matruh,North Coast,3,2.0,100,Yes,Chalet,Cash,Ready To Move
"2,650,000",Matruh,North Coast,2,1.0,115,Yes,Chalet,Cash,Ready To Move
"1,950,000",Matruh,North Coast,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"3,000,000",Matruh,North Coast,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"850,000",Suez,Ain Sukhna,2,2.0,65,Yes,Chalet,Cash,Ready To Move
"240,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,Yes,Chalet,Cash,Ready To Move
"6,750,000",Matruh,North Coast,3,3.0,470,Yes,Chalet,Cash,Ready To Move
"3,250,000",Suez,Ain Sukhna,3,2.0,170,Yes,Chalet,Cash,Ready To Move
"900,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"8,500,000Negotiable",,220 SQM,33icon/categories/area220 SQM,,icon/categories/area220,Yes,Chalet,Cash,Ready To Move
"7,500,000Negotiable",,220 SQM,33icon/categories/area220 SQM,,icon/categories/area220,Yes,Chalet,Cash,Ready To Move
"3,300,000",Matruh,North Coast,3,2.0,150,Yes,Chalet,Cash,Ready To Move
"2,200,000",Giza,Sheikh Zayed,3,3.0,154,Yes,Chalet,Cash,Ready To Move
"1,150,000Negotiable",,100 SQM,22icon/categories/area100 SQM,,icon/categories/area100,Yes,Chalet,Cash,Ready To Move
"6,500,000Negotiable",,140 SQM,32icon/categories/area140 SQM,,icon/categories/area140,Yes,Chalet,Cash,Ready To Move
"2,400,000",Matruh,North Coast,3,2.0,154,Yes,Chalet,Cash,Ready To Move
"2,400,000",Matruh,North Coast,3,2.0,154,Yes,Chalet,Cash,Ready To Move
"2,000,000",Matruh,North Coast,2,1.0,95,Yes,Chalet,Cash,Ready To Move
"1,450,000",Suez,Ain Sukhna,3,2.0,160,Yes,Chalet,Cash,Ready To Move
"4,000,000",Alexandria,Borg al-Arab,2,2.0,125,Yes,Chalet,Cash,Ready To Move
"540,000",Suez,Ain Sukhna,2,1.0,75,Yes,Chalet,Cash,Ready To Move
"850,000",Suez,Ain Sukhna,1,2.0,62,Yes,Chalet,Cash,Ready To Move
"720,000",Suez,Ain Sukhna,1,2.0,60,Yes,Chalet,Cash,Ready To Move
"4,600,000",Matruh,North Coast,3,3.0,170,Yes,Chalet,Cash,Ready To Move
"42,000Negotiable",,50 SQM,11icon/categories/area50 SQM,,icon/categories/area50,Yes,Chalet,Cash,Ready To Move
"1,250,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,Yes,Chalet,Cash,Ready To Move
"1,900,000",Matruh,North Coast,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"1,300,000",Suez,Ain Sukhna,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"3,800,000Negotiable",,180 SQM,43icon/categories/area180 SQM,,icon/categories/area180,Yes,Chalet,Cash,Ready To Move
"6,300,000",Matruh,North Coast,3,3.0,180,Yes,Chalet,Cash,Ready To Move
"850,000",Suez,Ain Sukhna,2,2.0,100,Yes,Chalet,Cash,Ready To Move
"3,612,000",Matruh,North Coast,3,3.0,180,Yes,Chalet,Cash,Ready To Move
"6,000,000",Matruh,North Coast,3,3.0,172,Yes,Chalet,Cash,Ready To Move
"4,700,000",Suez,Ain Sukhna,3,2.0,180,Yes,Chalet,Cash,Ready To Move
"2,850,000Negotiable",,200 SQM,33icon/categories/area200 SQM,,icon/categories/area200,Yes,Chalet,Cash,Ready To Move
"6,700,000",Matruh,North Coast,2,2.0,127,Yes,Chalet,Cash,Ready To Move
"4,000,000",Suez,Ain Sukhna,3,2.0,150,Yes,Chalet,Cash,Ready To Move
"5,000,000",Suez,Ain Sukhna,3,2.0,180,Yes,Chalet,Cash,Ready To Move
"1,650,000Negotiable",,168 SQM,32icon/categories/area168 SQM,,icon/categories/area168,Yes,Chalet,Cash,Ready To Move
"2,500,000",Cairo,New Cairo - El Tagamoa,2,1.0,126,Yes,Chalet,Cash,Ready To Move
"4,200,000",Matruh,North Coast,3,2.0,145,Yes,Chalet,Cash,Ready To Move
"3,150,000",Matruh,North Coast,2,2.0,110,Yes,Chalet,Cash,Ready To Move
"640,000",Suez,Ain Sukhna,2,1.0,75,Yes,Chalet,Cash,Ready To Move
"11,550,000",Matruh,North Coast,3,3.0,230,Yes,Chalet,Cash,Ready To Move
